id,turn,money,won,loss,ties,res
0,0,1,0,0,0,['n']
1,0,1,0,0,0,['n']
2,0,1,0,0,0,"['n', 'y']"
3,0,1,0,0,0,['y']
4,0,1,0,0,0,['n']
5,0,1,0,0,0,['y']
6,0,1,0,0,0,['y']
7,0,1,0,0,0,"['n', 'y']"
0,1,0,0,0,1,['n']
1,1,1,1,0,0,['n']
2,1,1,1,0,0,"['n', 'y']"
3,1,-2,0,1,0,['y']
4,1,0,0,0,1,['n']
5,1,-2,0,1,0,['y']
6,1,-2,0,1,0,['y']
7,1,1,1,0,0,"['n', 'y']"
0,2,0,0,0,1,['n']
1,2,1,1,0,0,['n']
2,2,-1,1,0,1,"['n', 'y']"
3,2,-2,0,1,0,['y']
4,2,0,0,0,1,['n']
5,2,-2,0,1,0,['y']
6,2,-2,0,1,0,['y']
7,2,-1,1,0,1,"['n', 'y']"
